"","X","median_income","GEO_ID","index","percent_white","percent_in_labor_force","percent_no_available_car","percent_public_trans_commute","life_expectancy","se.e.0..","tree_density","percent_not_alive","avg_tree_diam"
"300",299,70938,36047000100,"Census Tract 1, Kings County, New York: Summary level: 140, state:36> county:047> tract:000100",74.0473977695167,53.8104089219331,30.5762081784387,32.0399628252788,82.3,1.6793,"High","Low","Medium"
"301",300,34740,36047000200,"Census Tract 2, Kings County, New York: Summary level: 140, state:36> county:047> tract:000200",24.7323340471092,44.0042826552463,33.0835117773019,23.8758029978587,76.3,2.3684,"Low","Low","Low"
"302",301,101544,36047000301,"Census Tract 3.01, Kings County, New York: Summary level: 140, state:36> county:047> tract:000301",83.0363864491844,52.4466750313676,31.7691342534504,37.038895859473,89.1,3.6336,"High","Low","High"
"303",302,110700,36047000501,"Census Tract 5.01, Kings County, New York: Summary level: 140, state:36> county:047> tract:000501",74.3223366253414,58.5417104433705,28.9556629544022,37.2347131750368,84.2,2.13,"High","Low","Medium"
"304",303,91964,36047000502,"Census Tract 5.02, Kings County, New York: Summary level: 140, state:36> county:047> tract:000502",81.6923076923077,68.4230769230769,38.8846153846154,45.8461538461539,80.2,1.3811,"High","Low","Medium"
"305",304,130966,36047000700,"Census Tract 7, Kings County, New York: Summary level: 140, state:36> county:047> tract:000700",82.3529411764706,66.4929262844378,41.4991312980888,39.9851079672375,85.9,3.413,"High","Low","High"
"306",305,121083,36047000900,"Census Tract 9, Kings County, New York: Summary level: 140, state:36> county:047> tract:000900",70.9754925516579,66.6266218164344,47.4050937049495,48.7986544930322,86.6,3.7705,"High","Low","Medium"
"307",306,107946,36047001100,"Census Tract 11, Kings County, New York: Summary level: 140, state:36> county:047> tract:001100",61.6339193381593,87.5904860392968,69.8035160289555,59.7724922440538,NA,NA,"Low","Medium","Low"
"308",307,111500,36047001300,"Census Tract 13, Kings County, New York: Summary level: 140, state:36> county:047> tract:001300",63.5831381733021,40.3590944574551,17.5253708040593,24.9804839968774,82.8,2.1551,"Low","Medium","Low"
"309",308,90616,36047001500,"Census Tract 15, Kings County, New York: Summary level: 140, state:36> county:047> tract:001500",38.359610868836,63.4854075813485,37.9906071787991,39.6678966789668,81.5,3.4262,"Low","Medium","Low"
"310",309,NA,36047001800,"Census Tract 18, Kings County, New York: Summary level: 140, state:36> county:047> tract:001800",37.9277108433735,0,0,0,NA,NA,"Low","Low","Low"
"311",310,208036,36047002100,"Census Tract 21, Kings County, New York: Summary level: 140, state:36> county:047> tract:002100",79.76717112922,67.0779976717113,28.3585564610012,39.1152502910361,81.6,3.6401,"Low","Medium","Low"
"312",311,36563,36047002200,"Census Tract 22, Kings County, New York: Summary level: 140, state:36> county:047> tract:002200",40.2080783353733,51.4891880864953,23.5210118319053,28.8249694002448,80.3,1.3719,"Low","Medium","Medium"
"313",312,68958,36047003000,"Census Tract 30, Kings County, New York: Summary level: 140, state:36> county:047> tract:003000",68.8756110809343,50.6789788158609,13.2536664856057,20.2064095600217,78.8,1.6143,"Low","Low","High"
"314",313,69609,36047003100,"Census Tract 31, Kings County, New York: Summary level: 140, state:36> county:047> tract:003100",28.4455410645048,48.14945364822,20.6556221360592,21.8188227000352,81.1,1.5928,"Low","Medium","Medium"
"315",314,105642,36047003300,"Census Tract 33, Kings County, New York: Summary level: 140, state:36> county:047> tract:003300",62.3693379790941,72.3154893886601,48.9388660120367,42.477035159962,81.2,2.4044,"Medium","Low","Medium"
"316",315,69848,36047003400,"Census Tract 34, Kings County, New York: Summary level: 140, state:36> county:047> tract:003400",76.1026991441738,53.9499670836076,12.0803159973667,21.7906517445688,83.4,2.3358,"Low","Medium","High"
"317",316,61525,36047003500,"Census Tract 35, Kings County, New York: Summary level: 140, state:36> county:047> tract:003500",37.5483870967742,61.5483870967742,22.8387096774194,37.0967741935484,81.2,2.4894,"Medium","Low","Medium"
"318",317,74449,36047003600,"Census Tract 36, Kings County, New York: Summary level: 140, state:36> county:047> tract:003600",66.7713708772717,53.4440206416872,13.5292797846085,32.5106573928652,79.9,1.4061,"High","Medium","Medium"
"319",318,102386,36047003700,"Census Tract 37, Kings County, New York: Summary level: 140, state:36> county:047> tract:003700",76.4489420423183,71.2051517939283,50.5979760809568,48.9420423183073,NA,NA,"Medium","Low","Low"
"320",319,102981,36047003900,"Census Tract 39, Kings County, New York: Summary level: 140, state:36> county:047> tract:003900",63.6252545824847,66.8839103869654,34.6232179226069,44.5621181262729,81.2,2.0526,"High","Low","Medium"
"321",320,112128,36047004100,"Census Tract 41, Kings County, New York: Summary level: 140, state:36> county:047> tract:004100",69.4915254237288,62.5423728813559,38.0225988700565,43.3898305084746,77.8,1.4762,"High","Medium","High"
"322",321,112036,36047004300,"Census Tract 43, Kings County, New York: Summary level: 140, state:36> county:047> tract:004300",72.2970855531182,73.1745534315261,40.0188028831087,47.3832654340332,77.8,2.3491,"High","Medium","Medium"
"323",322,95341,36047004400,"Census Tract 44, Kings County, New York: Summary level: 140, state:36> county:047> tract:004400",87.603305785124,51.0330578512397,6.32231404958678,18.595041322314,82.6,1.9597,"High","Low","High"
"324",323,138281,36047004500,"Census Tract 45, Kings County, New York: Summary level: 140, state:36> county:047> tract:004500",88.5774562989753,68.1133212778782,33.0620855937312,43.4599156118143,83.2,3.2707,"High","Low","High"
"325",324,118333,36047004600,"Census Tract 46, Kings County, New York: Summary level: 140, state:36> county:047> tract:004600",89.6478873239436,47.6056338028169,3.73239436619718,15.9154929577465,82.6,1.3073,"High","High","High"
"326",325,101150,36047004700,"Census Tract 47, Kings County, New York: Summary level: 140, state:36> county:047> tract:004700",68.0254102699841,62.572789835892,21.7046056114346,33.4568554790895,NA,NA,"Low","Low","Low"
"327",326,116950,36047004900,"Census Tract 49, Kings County, New York: Summary level: 140, state:36> county:047> tract:004900",72.6190476190476,55.3571428571429,30.7539682539683,37.6984126984127,78.4,1.7698,"High","Medium","High"
"328",327,85563,36047005100,"Census Tract 51, Kings County, New York: Summary level: 140, state:36> county:047> tract:005100",79.5146990200653,64.4890340643957,19.7853476434904,37.3775081661223,82.6,2.3593,"Medium","Low","Medium"
"329",328,29531,36047005201,"Census Tract 52.01, Kings County, New York: Summary level: 140, state:36> county:047> tract:005201",81.0104529616725,40.4761904761905,10.801393728223,19.1637630662021,79.7,1.6859,"Medium","High","High"
"330",329,72841,36047005300,"Census Tract 53, Kings County, New York: Summary level: 140, state:36> county:047> tract:005300",57.2430870821296,62.938505984317,21.7498968221213,24.4325216673545,78.2,2.9631,"Low","High","Low"
"331",330,59696,36047005400,"Census Tract 54, Kings County, New York: Summary level: 140, state:36> county:047> tract:005400",84.2630651790957,50.6165590135056,18.0270111567821,27.9506752789195,82.5,1.8241,"Medium","Low","High"
"332",331,53984,36047005601,"Census Tract 56.01, Kings County, New York: Summary level: 140, state:36> county:047> tract:005601",85.535858178888,59.307010475423,20.0241740531829,32.7961321514907,80.4,2.3416,"Low","High","High"
"333",332,60164,36047005602,"Census Tract 56.02, Kings County, New York: Summary level: 140, state:36> county:047> tract:005602",70.3468208092486,50.8670520231214,15.4335260115607,25.5491329479769,81.7,1.1785,"Low","High","High"
"334",333,50528,36047005800,"Census Tract 58, Kings County, New York: Summary level: 140, state:36> county:047> tract:005800",71.3771377137714,59.8859885988599,21.2121212121212,26.1326132613261,78.7,2.1607,"Medium","Medium","Medium"
"335",334,57143,36047005900,"Census Tract 59, Kings County, New York: Summary level: 140, state:36> county:047> tract:005900",65.0804758572428,65.3603918824353,27.0118964310707,24.9825052484255,73.4,3.7315,"Medium","Medium","Low"
"336",335,64286,36047006000,"Census Tract 60, Kings County, New York: Summary level: 140, state:36> county:047> tract:006000",79.3522267206478,54.2142068457858,22.488038277512,30.1803459698197,81.3,2.5394,"Medium","Medium","High"
"337",336,47050,36047006200,"Census Tract 62, Kings County, New York: Summary level: 140, state:36> county:047> tract:006200",70.4400283889283,51.8097941802697,21.3626685592619,29.7374024130589,80.5,2.1262,"Medium","Medium","High"
"338",337,97614,36047006300,"Census Tract 63, Kings County, New York: Summary level: 140, state:36> county:047> tract:006300",84.5799180327869,59.8360655737705,29.1495901639344,39.7540983606557,83,2.9615,"High","Low","Medium"
"339",338,64214,36047006400,"Census Tract 64, Kings County, New York: Summary level: 140, state:36> county:047> tract:006400",86.8988902589396,53.6683107274969,15.7521578298397,27.3119605425401,80.5,1.5908,"High","High","High"
"340",339,109492,36047006500,"Census Tract 65, Kings County, New York: Summary level: 140, state:36> county:047> tract:006500",85.1071692535107,68.2557280118256,32.2062084257206,47.0620842572062,82.1,2.1768,"High","Low","Medium"
"341",340,59981,36047006600,"Census Tract 66, Kings County, New York: Summary level: 140, state:36> county:047> tract:006600",78.851725046089,57.1503818804319,12.5362127995786,25.3357914142744,82.6,2.8089,"High","Medium","High"
"342",341,145294,36047006700,"Census Tract 67, Kings County, New York: Summary level: 140, state:36> county:047> tract:006700",92.8402211108186,71.0713345617268,27.6388523295604,38.6943932613846,85.2,2.9013,"High","Low","High"
"343",342,40857,36047006800,"Census Tract 68, Kings County, New York: Summary level: 140, state:36> county:047> tract:006800",57.4480151228733,45.9735349716446,16.2570888468809,22.6843100189036,81.6,1.6225,"Medium","Medium","Medium"
"344",343,131284,36047006900,"Census Tract 69, Kings County, New York: Summary level: 140, state:36> county:047> tract:006900",73.7018425460636,73.0318257956449,42.7973199329983,48.6320491345617,82.7,2.5765,"High","Low","Medium"
"345",344,42218,36047007000,"Census Tract 70, Kings County, New York: Summary level: 140, state:36> county:047> tract:007000",65.5298416565164,41.0069021518473,13.8855054811206,19.3666260657734,84.5,3.1536,"Low","High","Medium"
"346",345,36890,36047007100,"Census Tract 71, Kings County, New York: Summary level: 140, state:36> county:047> tract:007100",33.2866853258696,43.6425429828069,21.1315473810476,24.3702518992403,77.4,1.7061,"Medium","Low","Medium"
"347",346,37364,36047007200,"Census Tract 72, Kings County, New York: Summary level: 140, state:36> county:047> tract:007200",25.6727894062366,47.8000854335754,38.7868432293891,28.5775309696711,81.1,2.6527,"Low","High","Medium"
"348",347,46204,36047007400,"Census Tract 74, Kings County, New York: Summary level: 140, state:36> county:047> tract:007400",21.7620854644448,47.005444646098,28.9226200296981,25.2598581092229,82.9,3.4813,"High","High","Low"
"349",348,135697,36047007500,"Census Tract 75, Kings County, New York: Summary level: 140, state:36> county:047> tract:007500",74.9685798072895,67.6581483033096,28.173439463762,42.0611646418098,82.6,1.6492,"High","Low","Medium"
"350",349,32996,36047007600,"Census Tract 76, Kings County, New York: Summary level: 140, state:36> county:047> tract:007600",29.17277486911,46.9738219895288,28.6282722513089,27.9162303664921,78.8,1.5535,"High","Medium","Medium"
"351",350,123592,36047007700,"Census Tract 77, Kings County, New York: Summary level: 140, state:36> county:047> tract:007700",79.1335903833069,64.8673168518939,30.4604218643683,42.3452029938762,81.8,1.484,"Medium","Low","Medium"
"352",351,42000,36047007800,"Census Tract 78, Kings County, New York: Summary level: 140, state:36> county:047> tract:007800",32.459493901329,52.739850719097,29.9654105224832,34.6258874931731,81.5,3.4593,"High","Low","Low"
"353",352,53380,36047008000,"Census Tract 80, Kings County, New York: Summary level: 140, state:36> county:047> tract:008000",34.3242625200091,52.5040018294077,24.7656071346901,33.7068374113881,77.7,1.8307,"High","Medium","Medium"
"354",353,35511,36047008200,"Census Tract 82, Kings County, New York: Summary level: 140, state:36> county:047> tract:008200",33.4378013500482,50.0964320154291,25.3857280617165,31.7743490838958,83.3,2.9772,"High","Medium","Low"
"355",354,49274,36047008400,"Census Tract 84, Kings County, New York: Summary level: 140, state:36> county:047> tract:008400",33.3937823834197,51.0103626943005,23.7823834196891,31.8134715025907,77.7,1.7418,"Medium","Low","Low"
"356",355,14000,36047008500,"Census Tract 85, Kings County, New York: Summary level: 140, state:36> county:047> tract:008500",13.5627530364372,36.1046847888953,19.9248120300752,18.4355118565645,73.4,1.9667,"Low","High","Low"
"357",356,53528,36047008800,"Census Tract 88, Kings County, New York: Summary level: 140, state:36> county:047> tract:008800",43.538416249632,57.7568442743597,31.6750073594348,33.6473358846041,79.1,1.918,"Low","High","Low"
"358",357,36925,36047009000,"Census Tract 90, Kings County, New York: Summary level: 140, state:36> county:047> tract:009000",17.9900744416873,54.9007444168735,32.7543424317618,33.7468982630273,80.8,2.7203,"Medium","High","Low"
"359",358,38042,36047009200,"Census Tract 92, Kings County, New York: Summary level: 140, state:36> county:047> tract:009200",21.9715184020714,50.7305344923248,28.9069724431293,29.1289069724431,80.4,2.0039,"High","Medium","Low"
"360",359,40239,36047009400,"Census Tract 94, Kings County, New York: Summary level: 140, state:36> county:047> tract:009400",26.0921706356005,53.1266061332877,21.8434127120096,26.4005482268289,83.3,2.6417,"High","High","Medium"
"361",360,32829,36047009600,"Census Tract 96, Kings County, New York: Summary level: 140, state:36> county:047> tract:009600",37.7247521424971,46.3955637707948,25.928415392371,21.0216770290707,82.7,2.181,"High","Low","Medium"
"362",361,31961,36047009800,"Census Tract 98, Kings County, New York: Summary level: 140, state:36> county:047> tract:009800",19.0511127415016,44.5952555637075,27.7329420396185,24.9572022499389,83,2.8465,"High","Medium","Medium"
"363",362,33229,36047010000,"Census Tract 100, Kings County, New York: Summary level: 140, state:36> county:047> tract:010000",16.2072243346008,49.5722433460076,32.5253485424588,26.6634980988593,83.4,3.0651,"High","Medium","High"
"364",363,43779,36047010100,"Census Tract 101, Kings County, New York: Summary level: 140, state:36> county:047> tract:010100",42.6169922762381,56.5879145842799,31.9173103134939,33.1440254429805,82.9,3.9978,"Medium","Medium","Low"
"365",364,42911,36047010200,"Census Tract 102, Kings County, New York: Summary level: 140, state:36> county:047> tract:010200",19.6201329534663,48.7179487179487,20.9496676163343,24.7673314339981,85.1,3.2224,"High","Medium","Medium"
"366",365,37787,36047010400,"Census Tract 104, Kings County, New York: Summary level: 140, state:36> county:047> tract:010400",9.0281286845208,53.1076301162203,27.6907529055078,24.8610409297625,76.6,1.0798,"Medium","High","Medium"
"367",366,37531,36047010600,"Census Tract 106, Kings County, New York: Summary level: 140, state:36> county:047> tract:010600",10.683835044371,48.3034626761789,22.9511049243083,22.2724899947799,82.1,1.825,"Medium","Medium","High"
"368",367,32122,36047010800,"Census Tract 108, Kings County, New York: Summary level: 140, state:36> county:047> tract:010800",13.428638387626,49.7773611436607,24.935551910007,28.2165455823764,78.5,1.5792,"Medium","High","Medium"
"369",368,40238,36047011000,"Census Tract 110, Kings County, New York: Summary level: 140, state:36> county:047> tract:011000",34.9335302806499,46.3441654357459,25.5908419497784,24.8153618906942,80.3,2.5764,"Low","High","Low"
"370",369,30032,36047011200,"Census Tract 112, Kings County, New York: Summary level: 140, state:36> county:047> tract:011200",54.0830396813237,40.0337061437107,21.6332158725295,19.0592921709821,84,1.7994,"High","Low","Medium"
"371",370,42402,36047011400,"Census Tract 114, Kings County, New York: Summary level: 140, state:36> county:047> tract:011400",63,38.3777777777778,20.3777777777778,12.3555555555556,81.2,2.0925,"High","Medium","Medium"
"372",371,32267,36047011600,"Census Tract 116, Kings County, New York: Summary level: 140, state:36> county:047> tract:011600",16.0739354234909,49.6490407112775,30.1123069723912,25.5498362189986,81.6,1.9037,"Medium","Low","High"
"373",372,72429,36047011700,"Census Tract 117, Kings County, New York: Summary level: 140, state:36> county:047> tract:011700",74.981301421092,65.8563949139865,36.6866118175019,46.4846671652954,81.2,1.7295,"Low","Medium","Low"
"374",373,31447,36047011800,"Census Tract 118, Kings County, New York: Summary level: 140, state:36> county:047> tract:011800",12.687969924812,46.9924812030075,23.3552631578947,25.7988721804511,79.6,2.4772,"Low","Low","Low"
"375",374,82969,36047011900,"Census Tract 119, Kings County, New York: Summary level: 140, state:36> county:047> tract:011900",77.6951672862454,71.003717472119,39.4671623296159,45.2912019826518,82.6,2.4636,"Low","High","Low"
"376",375,28750,36047012000,"Census Tract 120, Kings County, New York: Summary level: 140, state:36> county:047> tract:012000",10.9163346613546,46.9322709163347,18.1673306772908,22.3904382470119,76,2.3444,"Low","High","Medium"
"377",376,93393,36047012100,"Census Tract 121, Kings County, New York: Summary level: 140, state:36> county:047> tract:012100",65.9656889872717,72.4405091311566,35.1411178749308,47.1499723298285,81.3,2.7679,"Medium","Low","Low"
"378",377,36250,36047012200,"Census Tract 122, Kings County, New York: Summary level: 140, state:36> county:047> tract:012200",15.6924697209057,53.7300333508864,29.4716517465333,28.629103036686,82.8,2.666,"Low","High","Medium"
"379",378,37179,36047012600,"Census Tract 126, Kings County, New York: Summary level: 140, state:36> county:047> tract:012600",39.3205637874955,48.8254427177449,21.358872425009,25.9486808818215,78.9,1.3754,"High","Low","High"
"380",379,51397,36047012700,"Census Tract 127, Kings County, New York: Summary level: 140, state:36> county:047> tract:012700",34.4107915500127,57.2410282514635,35.2506999236447,40.2901501654365,74.8,1.7695,"Medium","Low","Low"
"381",380,42596,36047012801,"Census Tract 128.01, Kings County, New York: Summary level: 140, state:36> county:047> tract:012801",44.9856733524355,43.9828080229226,20.1050620821394,23.0659025787966,79.7,1.5109,"High","High","High"
"382",381,82071,36047012901,"Census Tract 129.01, Kings County, New York: Summary level: 140, state:36> county:047> tract:012901",55.5296856810245,72.0217306946061,45.4016298020955,52.0760574311215,81.7,2.212,"High","Low","Medium"
"383",382,86290,36047012902,"Census Tract 129.02, Kings County, New York: Summary level: 140, state:36> county:047> tract:012902",62.5968992248062,62.015503875969,33.9631782945736,44.4282945736434,78.5,2.2013,"High","Low","High"
"384",383,57549,36047013000,"Census Tract 130, Kings County, New York: Summary level: 140, state:36> county:047> tract:013000",55.7427258805513,47.166921898928,19.3721286370597,23.698315467075,79.8,1.3538,"Medium","Low","High"
"385",384,111950,36047013100,"Census Tract 131, Kings County, New York: Summary level: 140, state:36> county:047> tract:013100",61.4985862393968,67.7426955702168,36.8991517436381,44.1800188501414,82.2,2.1362,"High","Low","Medium"
"386",385,56167,36047013200,"Census Tract 132, Kings County, New York: Summary level: 140, state:36> county:047> tract:013200",45.5152273675428,49.8122653316646,15.1856487275761,24.113475177305,80.8,2.1791,"Medium","High","Medium"
"387",386,144293,36047013300,"Census Tract 133, Kings County, New York: Summary level: 140, state:36> county:047> tract:013300",79.0971330765939,62.5588361146769,30.7873341891314,39.5592640136928,81.9,1.7994,"High","Low","Medium"
"388",387,66172,36047013400,"Census Tract 134, Kings County, New York: Summary level: 140, state:36> county:047> tract:013400",76.5025906735751,52.8238341968912,19.0155440414508,23.9378238341969,80.3,1.322,"High","Low","High"
"389",388,126111,36047013500,"Census Tract 135, Kings County, New York: Summary level: 140, state:36> county:047> tract:013500",71.6838115863563,65.2409312398484,27.6123443421765,40.1461829994586,80.8,2.622,"High","Medium","High"
"390",389,66375,36047013600,"Census Tract 136, Kings County, New York: Summary level: 140, state:36> county:047> tract:013600",76.4227642276423,55.6254917387884,16.4175190138998,29.5043273013375,79.8,1.8625,"High","Medium","High"
"391",390,100787,36047013900,"Census Tract 139, Kings County, New York: Summary level: 140, state:36> county:047> tract:013900",68.6473165388828,66.538882803943,27.6013143483023,41.1007667031763,78.8,1.4588,"High","Low","Medium"
"392",391,59130,36047014000,"Census Tract 140, Kings County, New York: Summary level: 140, state:36> county:047> tract:014000",85.6212696690179,51.2750949538795,13.5648399348888,19.1535539880629,79.6,2.2553,"High","High","High"
"393",392,78125,36047014100,"Census Tract 141, Kings County, New York: Summary level: 140, state:36> county:047> tract:014100",63.6456211812627,62.6782077393075,32.9684317718941,37.1435845213849,79.9,2.1745,"High","Medium","Medium"
"394",393,56324,36047014200,"Census Tract 142, Kings County, New York: Summary level: 140, state:36> county:047> tract:014200",75.426731078905,55.4911433172303,18.2608695652174,25.4750402576489,81.3,2.5894,"Low","Low","High"
"395",394,80170,36047014300,"Census Tract 143, Kings County, New York: Summary level: 140, state:36> county:047> tract:014300",53.6288088642659,69.2520775623269,33.0747922437673,38.6149584487535,81.7,2.1487,"Medium","Medium","Low"
"396",395,64926,36047014500,"Census Tract 145, Kings County, New York: Summary level: 140, state:36> county:047> tract:014500",64.9638336347197,71.9258589511754,40.8905967450271,41.0940325497288,81.7,2.004,"Medium","Medium","Low"
"397",396,81181,36047014700,"Census Tract 147, Kings County, New York: Summary level: 140, state:36> county:047> tract:014700",69.4866920152091,69.9144486692015,31.0361216730038,44.5342205323194,82.6,1.7405,"Medium","Low","Medium"
"398",397,56500,36047014800,"Census Tract 148, Kings County, New York: Summary level: 140, state:36> county:047> tract:014800",92.0382165605096,42.515923566879,2.07006369426752,13.4554140127389,80.9,1.6055,"Medium","Medium","High"
"399",398,103378,36047014900,"Census Tract 149, Kings County, New York: Summary level: 140, state:36> county:047> tract:014900",80.6999306999307,65.5751905751906,27.1136521136521,39.968814968815,82.6,1.8876,"High","Low","Medium"
"400",399,82188,36047015000,"Census Tract 150, Kings County, New York: Summary level: 140, state:36> county:047> tract:015000",76.6138855054811,45.6151035322777,9.19610231425091,21.5590742996346,86.2,3.2815,"Medium","Low","High"
"401",400,121742,36047015100,"Census Tract 151, Kings County, New York: Summary level: 140, state:36> county:047> tract:015100",73.6250877603557,62.3449567048912,27.5450503159373,37.2103908261175,82.9,2.5604,"High","Medium","Medium"
"402",401,70598,36047015200,"Census Tract 152, Kings County, New York: Summary level: 140, state:36> county:047> tract:015200",67.8613167121153,51.1492014024153,8.92091936112193,20.4518893650175,80.8,1.2608,"Low","High","High"
"403",402,115000,36047015300,"Census Tract 153, Kings County, New York: Summary level: 140, state:36> county:047> tract:015300",79.1962174940898,63.6271529888551,27.6258020938872,40.0878081729146,82.2,1.5433,"High","Medium","Medium"
"404",403,NA,36047015400,"Census Tract 154, Kings County, New York: Summary level: 140, state:36> county:047> tract:015400",NA,NA,NA,NA,NA,NA,"Low","Medium","High"
"405",404,128611,36047015500,"Census Tract 155, Kings County, New York: Summary level: 140, state:36> county:047> tract:015500",85.2476864452912,59.9074578116494,27.9531845400109,34.2678279804028,85.7,3.8842,"High","Low","High"
"406",405,102500,36047015700,"Census Tract 157, Kings County, New York: Summary level: 140, state:36> county:047> tract:015700",81.0445325250641,66.7987875961763,34.2270925623689,43.1102821170436,85.3,3.8424,"High","Low","High"
"407",406,130806,36047015900,"Census Tract 159, Kings County, New York: Summary level: 140, state:36> county:047> tract:015900",78.6309870079503,68.2179561760714,36.1256544502618,42.8931549350397,82.7,2.1686,"High","Medium","High"
"408",407,60698,36047016000,"Census Tract 160, Kings County, New York: Summary level: 140, state:36> county:047> tract:016000",65.4972067039106,50.3463687150838,14.2793296089385,25.0949720670391,83.4,2.2891,"Low","High","Medium"
"409",408,103500,36047016100,"Census Tract 161, Kings County, New York: Summary level: 140, state:36> county:047> tract:016100",70.2134437719019,61.9305511309334,33.1634278432622,40.3631729850271,83.3,2.7491,"High","Low","Medium"
"410",409,71602,36047016200,"Census Tract 162, Kings County, New York: Summary level: 140, state:36> county:047> tract:016200",65.6640625,56.875,7.0703125,28.7890625,81,2.2715,"Low","High","Medium"
"411",410,97760,36047016400,"Census Tract 164, Kings County, New York: Summary level: 140, state:36> county:047> tract:016400",79.5107033639144,28.8990825688073,2.14067278287462,6.11620795107034,NA,NA,"Low","High","Low"
"412",411,124714,36047016500,"Census Tract 165, Kings County, New York: Summary level: 140, state:36> county:047> tract:016500",80.3715387311602,63.5471433578689,26.1829652996845,38.1528215913074,81.6,1.4169,"High","Low","High"
"413",412,80395,36047016600,"Census Tract 166, Kings County, New York: Summary level: 140, state:36> county:047> tract:016600",95.1923076923077,48.7980769230769,4.27884615384615,9.75961538461538,81,1.4663,"High","Low","Medium"
"414",413,107466,36047016700,"Census Tract 167, Kings County, New York: Summary level: 140, state:36> county:047> tract:016700",80.9018567639257,60.079575596817,31.9060250094733,40.5835543766578,84.1,2.0991,"High","Low","Medium"
"415",414,82891,36047016800,"Census Tract 168, Kings County, New York: Summary level: 140, state:36> county:047> tract:016800",65.2415324819545,46.8628539700167,7.9400333148251,17.1571349250416,85,2.5032,"Medium","Medium","High"
"416",415,78504,36047016900,"Census Tract 169, Kings County, New York: Summary level: 140, state:36> county:047> tract:016900",75.3504917346725,60.9123247541327,31.9941410336891,38.6901025319104,80.3,1.3468,"High","Low","Medium"
"417",416,72875,36047017000,"Census Tract 170, Kings County, New York: Summary level: 140, state:36> county:047> tract:017000",51.543134872418,48.9185905224787,7.92223572296476,24.3742405832321,83.2,1.6369,"Low","Low","High"
"418",417,70125,36047017200,"Census Tract 172, Kings County, New York: Summary level: 140, state:36> county:047> tract:017200",38.2425742574257,48.2920792079208,7.05445544554455,24.2326732673267,82.4,1.4591,"Low","Medium","High"
"419",418,72692,36047017400,"Census Tract 174, Kings County, New York: Summary level: 140, state:36> county:047> tract:017400",55.6079664570231,43.8155136268344,8.38574423480084,19.1823899371069,80.3,1.1891,"Low","Medium","High"
"420",419,NA,36047017500,"Census Tract 175, Kings County, New York: Summary level: 140, state:36> county:047> tract:017500",NA,NA,NA,NA,NA,NA,"Low","Medium","Low"
"421",420,NA,36047017700,"Census Tract 177, Kings County, New York: Summary level: 140, state:36> county:047> tract:017700",NA,NA,NA,NA,NA,NA,"Low","Low","Medium"
"422",421,55745,36047017800,"Census Tract 178, Kings County, New York: Summary level: 140, state:36> county:047> tract:017800",37.1667699938004,46.9311841289523,16.5530068195908,26.3484190948543,79.2,1.6282,"Medium","Medium","Medium"
"423",422,45947,36047017900,"Census Tract 179, Kings County, New York: Summary level: 140, state:36> county:047> tract:017900",25.4901960784314,44.1297506656984,24.6187363834423,29.5085935608811,79.8,1.703,"High","Medium","Medium"
"424",423,57194,36047018000,"Census Tract 180, Kings County, New York: Summary level: 140, state:36> county:047> tract:018000",68.2801822323462,42.5968109339408,19.7323462414579,22.2095671981777,82.1,1.9146,"Medium","Low","Low"
"425",424,80911,36047018100,"Census Tract 181, Kings County, New York: Summary level: 140, state:36> county:047> tract:018100",55.0525700934579,65.5957943925234,36.9742990654206,41.7348130841121,81.5,3.2952,"High","Low","High"
"426",425,47206,36047018200,"Census Tract 182, Kings County, New York: Summary level: 140, state:36> county:047> tract:018200",34.5,57.7777777777778,21.4722222222222,33.3055555555556,77.2,1.6831,"Low","High","High"
"427",426,93625,36047018300,"Census Tract 183, Kings County, New York: Summary level: 140, state:36> county:047> tract:018300",58.2095096582467,72.1768202080238,36.2927191679049,46.5453194650817,78.2,2.9005,"High","Low","Medium"
"428",427,76210,36047018400,"Census Tract 184, Kings County, New York: Summary level: 140, state:36> county:047> tract:018400",51.8620148961192,49.7451979615837,5.13524108192866,20.5017640141121,81.5,1.4407,"Medium","Medium","High"
"429",428,17407,36047018501,"Census Tract 185.01, Kings County, New York: Summary level: 140, state:36> county:047> tract:018501",17.6158940397351,41.7880794701987,19.5584988962472,16.6004415011038,72.8,1.3252,"Medium","Medium","Low"
"430",429,89375,36047018700,"Census Tract 187, Kings County, New York: Summary level: 140, state:36> county:047> tract:018700",46.8327402135231,60.4982206405694,27.1886120996441,34.8754448398576,82.2,2.5489,"High","High","Medium"
"431",430,56339,36047018800,"Census Tract 188, Kings County, New York: Summary level: 140, state:36> county:047> tract:018800",63.0427231677666,43.2789162903786,10.1076762764849,22.5078152136158,81.6,2,"Medium","Low","High"
"432",431,45132,36047019000,"Census Tract 190, Kings County, New York: Summary level: 140, state:36> county:047> tract:019000",44.663030775224,51.0323334631866,16.9068952084145,23.8215816127776,83.8,2.5642,"Low","Medium","Medium"
"433",432,78750,36047019100,"Census Tract 191, Kings County, New York: Summary level: 140, state:36> county:047> tract:019100",44.934527911785,57.3397656788422,27.9807029634735,34.7346657477602,78.3,3.8929,"Medium","High","Low"
"434",433,38561,36047019200,"Census Tract 192, Kings County, New York: Summary level: 140, state:36> county:047> tract:019200",61.6539140670983,39.1112419070041,16.9511477339612,17.9223072395527,78.3,1.1847,"Low","Medium","High"
