"","X","median_income","GEO_ID","index","percent_white","percent_in_labor_force","percent_no_available_car","percent_public_trans_commute","life_expectancy","se.e.0..","tree_density","percent_not_alive","avg_tree_diam"
"1",0,74836,36005000400,"Census Tract 4, Bronx County, New York: Summary level: 140, state:36> county:005> tract:000400",35.1817413355875,49.9915469146238,9.65342349957735,19.8816568047337,79.9,1.2545,"Low","Low","Low"
"2",1,32312,36005001600,"Census Tract 16, Bronx County, New York: Summary level: 140, state:36> county:005> tract:001600",38.9692124510971,39.5135227079435,12.5191359074673,16.2612689232863,80.9,1.8034,"Medium","Medium","Medium"
"3",2,37936,36005001900,"Census Tract 19, Bronx County, New York: Summary level: 140, state:36> county:005> tract:001900",19.0659976842918,51.7560787340795,20.7255885758394,25.3184098803551,NA,NA,"Low","High","Low"
"4",3,18086,36005002000,"Census Tract 20, Bronx County, New York: Summary level: 140, state:36> county:005> tract:002000",30.8595584781588,35.5683419445749,13.1399718177548,19.8919680601221,80.3,2.5833,"Medium","Low","Medium"
"5",4,14479,36005002300,"Census Tract 23, Bronx County, New York: Summary level: 140, state:36> county:005> tract:002300",18.1399245915375,30.7498952660243,18.2865521575199,18.0980310012568,75,1.3207,"Low","High","High"
"6",5,NA,36005002400,"Census Tract 24, Bronx County, New York: Summary level: 140, state:36> county:005> tract:002400",52,75.3333333333333,75.3333333333333,75.3333333333333,NA,NA,"Low","Low","Medium"
"7",6,17226,36005002500,"Census Tract 25, Bronx County, New York: Summary level: 140, state:36> county:005> tract:002500",22.5583566760037,34.8646125116713,14.8832866479925,19.3464052287582,72.9,1.3746,"Medium","Low","Low"
"8",7,20153,36005002701,"Census Tract 27.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:002701",17.3076923076923,43.0702917771883,27.1220159151194,22.7122015915119,71.6,1.74,"Low","High","Low"
"9",8,17147,36005002702,"Census Tract 27.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:002702",16.1992465466722,36.5006278777731,27.5429049811637,25.9522812892424,75.6,1.5453,"Medium","High","Low"
"10",9,49529,36005002800,"Census Tract 28, Bronx County, New York: Summary level: 140, state:36> county:005> tract:002800",3.24589545197207,51.8022268352519,9.85091526703152,21.2870352896773,78,1.3217,"Low","Low","High"
"11",10,19923,36005003300,"Census Tract 33, Bronx County, New York: Summary level: 140, state:36> county:005> tract:003300",15.1584867075665,34.918200408998,18.1748466257669,18.5838445807771,77.5,2.9852,"Medium","Low","Low"
"12",11,26541,36005003500,"Census Tract 35, Bronx County, New York: Summary level: 140, state:36> county:005> tract:003500",9.97973657548126,39.0577507598784,18.5663627152989,21.8591691995947,78.8,3.5915,"Medium","Medium","Low"
"13",12,25990,36005003900,"Census Tract 39, Bronx County, New York: Summary level: 140, state:36> county:005> tract:003900",18.5969156335047,45.4792863622619,35.1980647112186,33.3988509222861,76.8,1.3407,"Medium","High","Low"
"14",13,18636,36005004100,"Census Tract 41, Bronx County, New York: Summary level: 140, state:36> county:005> tract:004100",17.1865348980852,33.1377393452749,17.8196417541692,19.7035206917851,73.5,1.3528,"Medium","High","Low"
"15",14,25741,36005004200,"Census Tract 42, Bronx County, New York: Summary level: 140, state:36> county:005> tract:004200",26.8539325842697,37.2331460674157,16.7837078651685,18.9466292134831,75.4,1.3697,"Low","Low","Medium"
"16",15,21448,36005004300,"Census Tract 43, Bronx County, New York: Summary level: 140, state:36> county:005> tract:004300",13.1748390292224,39.6235760277365,20.3566121842496,21.0995542347697,79,2.6594,"Medium","High","Low"
"17",16,40950,36005004600,"Census Tract 46, Bronx County, New York: Summary level: 140, state:36> county:005> tract:004600",30.6046013911183,36.3830925628678,11.3429641519529,14.5532370251471,73.6,3.0846,"Low","High","High"
"18",17,30301,36005004800,"Census Tract 48, Bronx County, New York: Summary level: 140, state:36> county:005> tract:004800",10.977744436109,45.8614653663416,21.5553888472118,27.8319579894974,80,2.2584,"Medium","Low","High"
"19",18,27456,36005005001,"Census Tract 50.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:005001",12.0163766632549,45.9365404298874,19.8157625383828,25.7727737973388,78.5,2.223,"High","Medium","Low"
"20",19,28039,36005005002,"Census Tract 50.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:005002",14.6902654867257,54.0530973451327,32.7964601769911,34.6548672566372,75.6,1.8264,"High","Medium","Low"
"21",20,18633,36005005100,"Census Tract 51, Bronx County, New York: Summary level: 140, state:36> county:005> tract:005100",11.4452503095701,37.2722448257562,19.2110383866973,24.5533345126481,74.4,1.3771,"Low","Medium","Low"
"22",21,17756,36005005200,"Census Tract 52, Bronx County, New York: Summary level: 140, state:36> county:005> tract:005200",20.6851119894598,38.0324989020641,15.2393500219587,17.215634606939,79.5,3.4118,"Low","Medium","Low"
"23",22,27380,36005005400,"Census Tract 54, Bronx County, New York: Summary level: 140, state:36> county:005> tract:005400",18.2666023476443,45.9077022029265,27.4642225438173,27.142627432063,80,2.5018,"Low","Medium","Low"
"24",23,17771,36005005600,"Census Tract 56, Bronx County, New York: Summary level: 140, state:36> county:005> tract:005600",14.8298217179903,39.9918962722853,16.9773095623987,20.3403565640194,75.6,0.9381,"Medium","Medium","Low"
"25",24,41190,36005006000,"Census Tract 60, Bronx County, New York: Summary level: 140, state:36> county:005> tract:006000",13.0573248407643,46.7356687898089,17.1178343949045,25,77.4,2.7494,"Low","High","Low"
"26",25,24480,36005006200,"Census Tract 62, Bronx County, New York: Summary level: 140, state:36> county:005> tract:006200",11.4586070959264,40.7884362680683,23.2194480946124,23.0223390275953,78.1,2.7842,"Low","Low","Medium"
"27",26,32064,36005006300,"Census Tract 63, Bronx County, New York: Summary level: 140, state:36> county:005> tract:006300",25.9083728278041,52.5840668020763,30.7605506657639,32.881967953058,76.8,1.2675,"Low","High","Low"
"28",27,30726,36005006400,"Census Tract 64, Bronx County, New York: Summary level: 140, state:36> county:005> tract:006400",28.0779944289694,46.2952646239554,15.6824512534819,25.9052924791086,81.9,3.982,"Medium","High","Medium"
"29",28,21384,36005006500,"Census Tract 65, Bronx County, New York: Summary level: 140, state:36> county:005> tract:006500",14.6163659558958,44.6874430472025,32.385638782577,27.9023145616913,76.1,1.9936,"Medium","High","Low"
"30",29,21016,36005006700,"Census Tract 67, Bronx County, New York: Summary level: 140, state:36> county:005> tract:006700",12.4242015900822,38.0676458698289,25.1852850020213,20.3611373130306,78,2.5589,"Low","High","Low"
"31",30,47232,36005006800,"Census Tract 68, Bronx County, New York: Summary level: 140, state:36> county:005> tract:006800",11.61800486618,47.5973236009732,14.1119221411192,23.5097323600973,75.6,1.2627,"High","Low","High"
"32",31,19741,36005006900,"Census Tract 69, Bronx County, New York: Summary level: 140, state:36> county:005> tract:006900",11.1059153612345,36.7079728781856,16.0509703062895,19.1840074818798,76.8,1.2393,"High","High","Low"
"33",32,34191,36005007000,"Census Tract 70, Bronx County, New York: Summary level: 140, state:36> county:005> tract:007000",22.6795096322242,46.584938704028,16.2434325744308,28.8309982486865,80.6,3.715,"High","Low","Medium"
"34",33,38289,36005007100,"Census Tract 71, Bronx County, New York: Summary level: 140, state:36> county:005> tract:007100",9.383588535532,47.5461327051433,17.8641539065567,26.6195524146054,77,2.6384,"Low","Low","Low"
"35",34,37634,36005007200,"Census Tract 72, Bronx County, New York: Summary level: 140, state:36> county:005> tract:007200",17.554105118516,42.8031604259705,16.8842322226039,23.0161456544143,84.3,3.1541,"Medium","Medium","Low"
"36",35,18358,36005007300,"Census Tract 73, Bronx County, New York: Summary level: 140, state:36> county:005> tract:007300",7.57777186918373,37.543206593991,18.8779579898963,18.5323052379686,75.6,1.3431,"High","High","Low"
"37",36,44455,36005007400,"Census Tract 74, Bronx County, New York: Summary level: 140, state:36> county:005> tract:007400",30.1237964236589,48.2806052269601,6.24484181568088,20.0825309491059,78.6,2.5331,"Medium","Medium","Low"
"38",37,25452,36005007500,"Census Tract 75, Bronx County, New York: Summary level: 140, state:36> county:005> tract:007500",9.43025540275049,39.3820325058046,22.2003929273084,22.5040185747455,74.5,1.1711,"High","High","Low"
"39",38,33465,36005007600,"Census Tract 76, Bronx County, New York: Summary level: 140, state:36> county:005> tract:007600",22.623948451763,45.7311616252014,21.0130660461786,24.7896903526043,81.3,2.4677,"Medium","Medium","Low"
"40",39,26486,36005007700,"Census Tract 77, Bronx County, New York: Summary level: 140, state:36> county:005> tract:007700",14.2265907915158,40.9725814795654,13.8644593895499,20.2793585100879,73.7,3.5823,"High","Medium","Low"
"41",40,30437,36005007800,"Census Tract 78, Bronx County, New York: Summary level: 140, state:36> county:005> tract:007800",22.0006136851795,43.9705431113839,14.6363915311445,21.3255599877263,75.6,1.4127,"High","High","Low"
"42",41,24278,36005007900,"Census Tract 79, Bronx County, New York: Summary level: 140, state:36> county:005> tract:007900",14.8909657320872,40.1090342679128,24.2523364485981,23.8785046728972,82.1,3.5458,"High","High","Low"
"43",42,19818,36005008300,"Census Tract 83, Bronx County, New York: Summary level: 140, state:36> county:005> tract:008300",8.57308921825051,39.7994768962511,17.6983435047951,24.8619587329265,77.8,2.0655,"Medium","High","Low"
"44",43,60135,36005008400,"Census Tract 84, Bronx County, New York: Summary level: 140, state:36> county:005> tract:008400",26.7365661861075,50.5460899956313,8.99956312800349,24.3774574049803,83.6,2.8616,"Medium","Low","Medium"
"45",44,27174,36005008500,"Census Tract 85, Bronx County, New York: Summary level: 140, state:36> county:005> tract:008500",9.63248867259607,43.2287296526263,22.0842423225373,24.232253733848,77.7,2.5661,"High","Low","Low"
"46",45,23045,36005008600,"Census Tract 86, Bronx County, New York: Summary level: 140, state:36> county:005> tract:008600",32.3696437790398,36.9127516778523,15.3846153846154,20.108415074858,75.6,1.1033,"Low","Low","Medium"
"47",46,29188,36005008700,"Census Tract 87, Bronx County, New York: Summary level: 140, state:36> county:005> tract:008700",15.3282239253582,40.6197934021993,20.5431522825725,25.8413862045985,79.3,2.305,"High","High","Low"
"48",47,20849,36005008900,"Census Tract 89, Bronx County, New York: Summary level: 140, state:36> county:005> tract:008900",13.3216986620128,36.1547411285631,23.8219895287958,22.3094822571262,79.8,2.3603,"Medium","High","Medium"
"49",48,27000,36005009000,"Census Tract 90, Bronx County, New York: Summary level: 140, state:36> county:005> tract:009000",38.3774453394707,36.2197928653625,12.1979286536249,14.5857307249712,76.8,1.3241,"Low","Low","Low"
"50",49,35227,36005009200,"Census Tract 92, Bronx County, New York: Summary level: 140, state:36> county:005> tract:009200",16.6844539309854,48.8438278192814,19.7794379224475,26.9121309142654,80.2,2.0698,"Medium","Low","Low"
"51",50,30159,36005009300,"Census Tract 93, Bronx County, New York: Summary level: 140, state:36> county:005> tract:009300",17.7382231087924,34.2642320085929,12.7512659199018,13.8714132269449,75.7,1.5442,"Low","Medium","Low"
"52",51,41250,36005009600,"Census Tract 96, Bronx County, New York: Summary level: 140, state:36> county:005> tract:009600",20.5308352849336,43.871975019516,12.0218579234973,18.2279469164715,75,1.5497,"Low","Low","Low"
"53",52,57438,36005009800,"Census Tract 98, Bronx County, New York: Summary level: 140, state:36> county:005> tract:009800",36.5006943066852,52.0134893870264,12.001586986709,22.2376512596707,79,1.3371,"Medium","Low","Low"
"54",53,NA,36005011000,"Census Tract 110, Bronx County, New York: Summary level: 140, state:36> county:005> tract:011000",0,71.2418300653595,0,27.4509803921569,NA,NA,"Low","Low","Low"
"55",54,21765,36005011502,"Census Tract 115.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:011502",21.3315812527376,35.80814717477,17.8274200613228,18.7034603591765,75.6,1.3105,"Medium","High","Low"
"56",55,25483,36005011700,"Census Tract 117, Bronx County, New York: Summary level: 140, state:36> county:005> tract:011700",23.0817217716781,45.6019962570181,21.3349968808484,20.7735495945103,73.4,3.8235,"Low","High","Low"
"57",56,83077,36005011800,"Census Tract 118, Bronx County, New York: Summary level: 140, state:36> county:005> tract:011800",81.8419090231171,46.4019388516033,2.16256524981357,10.9619686800895,79.8,1.5398,"Low","Medium","High"
"58",57,22097,36005011900,"Census Tract 119, Bronx County, New York: Summary level: 140, state:36> county:005> tract:011900",12.3505265036588,39.4431554524362,26.5572014991969,25.2364804568981,79.8,2.5284,"High","Medium","Medium"
"59",58,20028,36005012102,"Census Tract 121.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:012102",14.8228882833787,33.7874659400545,15.8038147138965,19.0190735694823,75.6,2.0389,"High","Medium","Low"
"60",59,21300,36005012300,"Census Tract 123, Bronx County, New York: Summary level: 140, state:36> county:005> tract:012300",6.89655172413793,38.8216487782599,20.0730760447591,23.7953870746746,77.2,1.6902,"Low","High","Low"
"61",60,26348,36005012500,"Census Tract 125, Bronx County, New York: Summary level: 140, state:36> county:005> tract:012500",12.0084269662921,38.4597378277154,16.6666666666667,20.0842696629213,76.8,1.6616,"High","Low","Low"
"62",61,18641,36005012701,"Census Tract 127.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:012701",18.0220883534137,36.1947791164659,22.7911646586345,22.9919678714859,76.3,2.451,"High","Medium","Low"
"63",62,18269,36005012901,"Census Tract 129.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:012901",12.8703012198158,28.8274831964152,18.7453323375653,18.7204381379139,78.1,3.3008,"High","High","Low"
"64",63,77917,36005013000,"Census Tract 130, Bronx County, New York: Summary level: 140, state:36> county:005> tract:013000",69.8680351906158,58.7243401759531,3.95894428152493,16.4956011730205,79.7,1.7373,"High","Low","High"
"65",64,25271,36005013100,"Census Tract 131, Bronx County, New York: Summary level: 140, state:36> county:005> tract:013100",8.51654215581643,40.6616862326574,15.5176093916756,23.607257203842,73.8,1.6897,"High","Medium","Low"
"66",65,96701,36005013200,"Census Tract 132, Bronx County, New York: Summary level: 140, state:36> county:005> tract:013200",51.2523565849717,55.2922165364934,2.31618637220576,14.8262860220846,83.5,3.1252,"High","Low","Low"
"67",66,25282,36005013300,"Census Tract 133, Bronx County, New York: Summary level: 140, state:36> county:005> tract:013300",7.8940142778693,40.0192202086766,16.0626029654036,21.0323997803405,79.9,2.6301,"Medium","High","Low"
"68",67,32500,36005014100,"Census Tract 141, Bronx County, New York: Summary level: 140, state:36> county:005> tract:014100",16.078431372549,46.4799253034547,25.0420168067227,28.1979458450047,76.8,1.626,"Medium","High","Low"
"69",68,19418,36005014400,"Census Tract 144, Bronx County, New York: Summary level: 140, state:36> county:005> tract:014400",19.2593817159861,36.8325343031906,12.9112249958671,15.357910398413,75.6,1.5119,"Low","Low","Medium"
"70",69,22711,36005014500,"Census Tract 145, Bronx County, New York: Summary level: 140, state:36> county:005> tract:014500",6.46739130434783,33.7907608695652,17.4048913043478,18.0027173913043,69.5,1.3651,"Low","High","Low"
"71",70,14334,36005014701,"Census Tract 147.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:014701",11.1490815890645,32.8349708101951,13.1710095400826,18.3539797807205,75.1,3.4828,"Low","High","Low"
"72",71,27212,36005014900,"Census Tract 149, Bronx County, New York: Summary level: 140, state:36> county:005> tract:014900",7.58969641214351,40.179392824287,17.0653173873045,16.9963201471941,72.9,1.5589,"Medium","High","Low"
"73",72,30339,36005015100,"Census Tract 151, Bronx County, New York: Summary level: 140, state:36> county:005> tract:015100",10.6266031513375,39.5566141443752,17.6987907658483,20.1355807988274,75.6,1.3864,"High","Medium","Medium"
"74",73,70162,36005015200,"Census Tract 152, Bronx County, New York: Summary level: 140, state:36> county:005> tract:015200",39.6361041740992,52.5865144488049,6.92115590438816,15.5904388155548,82.2,1.9194,"Low","High","Medium"
"75",74,19630,36005015300,"Census Tract 153, Bronx County, New York: Summary level: 140, state:36> county:005> tract:015300",7.18763994626064,40.5956112852665,16.5472458575907,24.025974025974,77.9,2.7172,"High","Low","Low"
"76",75,21136,36005015500,"Census Tract 155, Bronx County, New York: Summary level: 140, state:36> county:005> tract:015500",8.43297671491504,38.5462555066079,11.8628067967275,18.4392699811202,75.6,1.3079,"Medium","High","Low"
"77",76,33785,36005015700,"Census Tract 157, Bronx County, New York: Summary level: 140, state:36> county:005> tract:015700",8.95411938825851,57.6467686235816,18.0315737543167,30.8584114454859,75.6,2.1922,"Low","Medium","Low"
"78",77,77045,36005015800,"Census Tract 158, Bronx County, New York: Summary level: 140, state:36> county:005> tract:015800",59.3178036605657,50.9983361064892,4.5757071547421,18.0532445923461,70.7,1.6815,"Medium","Low","High"
"79",78,16027,36005015900,"Census Tract 159, Bronx County, New York: Summary level: 140, state:36> county:005> tract:015900",23.169014084507,34.5070422535211,18.6619718309859,20.2816901408451,75.4,1.8188,"High","High","Low"
"80",79,77216,36005016000,"Census Tract 160, Bronx County, New York: Summary level: 140, state:36> county:005> tract:016000",78.0767430978007,53.9775386055218,5.07721104351895,11.1839026672906,81.8,1.6892,"Low","Medium","High"
"81",80,12467,36005016100,"Census Tract 161, Bronx County, New York: Summary level: 140, state:36> county:005> tract:016100",13.768115942029,43.0676328502415,13.8405797101449,23.5748792270531,76.3,1.8311,"Medium","Low","Low"
"82",81,70682,36005016200,"Census Tract 162, Bronx County, New York: Summary level: 140, state:36> county:005> tract:016200",67.3438293550025,46.1147790756729,4.36769933976638,13.5093956323007,81.4,0.9132,"Medium","Medium","High"
"83",82,NA,36005016300,"Census Tract 163, Bronx County, New York: Summary level: 140, state:36> county:005> tract:016300",NA,NA,NA,NA,NA,NA,"Low","High","Medium"
"84",83,60682,36005016400,"Census Tract 164, Bronx County, New York: Summary level: 140, state:36> county:005> tract:016400",78.1920903954802,42.5988700564972,6.32768361581921,12.8813559322034,80.6,1.3363,"High","Low","Medium"
"85",84,26645,36005016500,"Census Tract 165, Bronx County, New York: Summary level: 140, state:36> county:005> tract:016500",6.89655172413793,39.6131202691337,23.8856181665265,23.8856181665265,NA,NA,"Medium","Low","Medium"
"86",85,63421,36005016600,"Census Tract 166, Bronx County, New York: Summary level: 140, state:36> county:005> tract:016600",48.7122557726465,48.4458259325044,6.6607460035524,19.6714031971581,80.5,2.3945,"Low","Low","High"
"87",86,27222,36005016700,"Census Tract 167, Bronx County, New York: Summary level: 140, state:36> county:005> tract:016700",7.28137577753385,37.3582144163922,17.9656055616539,20.8927918038785,NA,NA,"Medium","Low","Low"
"88",87,27697,36005016900,"Census Tract 169, Bronx County, New York: Summary level: 140, state:36> county:005> tract:016900",9.26756352765321,38.4902840059791,15.8445440956652,17.0403587443946,75.2,3.0008,"High","High","Low"
"89",88,NA,36005017100,"Census Tract 171, Bronx County, New York: Summary level: 140, state:36> county:005> tract:017100",NA,NA,NA,NA,NA,NA,"Low","High","Low"
"90",89,18720,36005017300,"Census Tract 173, Bronx County, New York: Summary level: 140, state:36> county:005> tract:017300",12.7916203777178,35.5975242025075,20.7903507379781,22.1710839549278,78.1,3.0358,"High","High","Low"
"91",90,22000,36005017500,"Census Tract 175, Bronx County, New York: Summary level: 140, state:36> county:005> tract:017500",5.62535693889206,37.8783552255854,18.8178183894917,20.65962307253,73,2.3994,"High","High","Low"
"92",91,25022,36005017701,"Census Tract 177.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:017701",4.56934896886373,35.584310553983,12.7375657096644,14.0719773554387,70.3,1.7484,"High","High","Low"
"93",92,23485,36005017702,"Census Tract 177.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:017702",7.20118782479584,40.7201187824796,18.0586488492947,20.8797327394209,80.9,3.6085,"High","High","Low"
"94",93,21376,36005017901,"Census Tract 179.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:017901",9.07530572838447,47.5863548594722,26.1960952585282,26.7753700922549,NA,NA,"High","Medium","Low"
"95",94,20852,36005017902,"Census Tract 179.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:017902",8.30555555555556,45.3333333333333,25.3888888888889,29.25,77.8,3.3833,"Medium","High","Low"
"96",95,27371,36005018101,"Census Tract 181.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:018101",5.92262923656282,50.3252310852448,33.1051009928107,29.3392673741869,75.6,2.1533,"High","Medium","Medium"
"97",96,38250,36005018102,"Census Tract 181.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:018102",10.1670814077497,49.3067899040171,29.1148240312833,32.1542836829008,76.8,1.0779,"High","Medium","Low"
"98",97,29987,36005018301,"Census Tract 183.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:018301",11.5659209900048,48.0961446930033,25.0832936696811,22.5368871965731,83.9,2.5886,"High","Medium","Low"
"99",98,31324,36005018302,"Census Tract 183.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:018302",15.203531142717,46.3462481608632,22.7072094163806,24.717999019127,NA,NA,"High","High","Low"
"100",99,60518,36005018400,"Census Tract 184, Bronx County, New York: Summary level: 140, state:36> county:005> tract:018400",66.0500544069641,51.6866158868335,5.54951033732318,15.0435255712731,80.8,1.8068,"Medium","Low","Medium"
"101",100,26496,36005018500,"Census Tract 185, Bronx County, New York: Summary level: 140, state:36> county:005> tract:018500",6.11474219317357,42.2512708787219,21.0167029774873,21.757443718228,75.8,1.6799,"High","High","Low"
"102",101,21180,36005018900,"Census Tract 189, Bronx County, New York: Summary level: 140, state:36> county:005> tract:018900",16.0645472061657,37.9455684007707,17.2928709055877,15.618978805395,75.7,1.7545,"Medium","High","Low"
"103",102,23267,36005019300,"Census Tract 193, Bronx County, New York: Summary level: 140, state:36> county:005> tract:019300",12.5675440125501,37.6852013247342,20.5333798152344,20.6379640927314,74.4,1.6794,"Low","High","Low"
"104",103,51176,36005019400,"Census Tract 194, Bronx County, New York: Summary level: 140, state:36> county:005> tract:019400",39.6683101748095,46.7055132227701,5.64769161810847,15.8225011205737,78.8,1.349,"Low","High","High"
"105",104,26706,36005019500,"Census Tract 195, Bronx County, New York: Summary level: 140, state:36> county:005> tract:019500",12.5426397271057,45.0144319076358,27.2763054316452,23.0779323012333,76.8,1.2891,"High","High","Low"
"106",105,25875,36005019700,"Census Tract 197, Bronx County, New York: Summary level: 140, state:36> county:005> tract:019700",13.8372747747748,42.0326576576577,26.0416666666667,27.3226351351351,79.7,3.4059,"High","High","Low"
"107",106,24914,36005019900,"Census Tract 199, Bronx County, New York: Summary level: 140, state:36> county:005> tract:019900",13.0255770430443,47.8103555832814,22.2582657517155,28.9332501559576,75.6,1.8736,"High","High","Low"
"108",107,44771,36005020000,"Census Tract 200, Bronx County, New York: Summary level: 140, state:36> county:005> tract:020000",15.8195679796696,51.6518424396442,20.8809826344769,27.5942397289284,79.6,2.1205,"High","Medium","Low"
"109",108,24160,36005020100,"Census Tract 201, Bronx County, New York: Summary level: 140, state:36> county:005> tract:020100",11.705069124424,40.4147465437788,21.221198156682,23.0414746543779,75.6,1.3814,"Low","High","Low"
"110",109,38487,36005020200,"Census Tract 202, Bronx County, New York: Summary level: 140, state:36> county:005> tract:020200",23.2078853046595,46.9086021505376,15.6810035842294,24.8655913978495,80.8,3.1063,"High","Low","Low"
"111",110,49519,36005020400,"Census Tract 204, Bronx County, New York: Summary level: 140, state:36> county:005> tract:020400",20.7282018524433,57.9048227403385,14.2765889492175,22.8042159054615,79.8,2.7805,"High","Low","Low"
"112",111,23160,36005020501,"Census Tract 205.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:020501",7.79516358463727,43.9687055476529,21.1379800853485,22.3613086770982,75.6,1.3094,"Low","Medium","Low"
"113",112,15343,36005020502,"Census Tract 205.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:020502",13.942534149788,36.7875647668394,18.0876118699953,23.0334432406971,79.8,3.1769,"Medium","High","Low"
"114",113,76429,36005020601,"Census Tract 206.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:020601",16.8135095447871,59.8751835535977,22.503671071953,34.3245227606461,78.5,1.5202,"Medium","High","Low"
"115",114,27311,36005020900,"Census Tract 209, Bronx County, New York: Summary level: 140, state:36> county:005> tract:020900",11.1238795679154,49.8965754998851,23.6727189151919,28.2004136980005,74.6,1.8627,"Medium","High","Low"
"116",115,43313,36005021002,"Census Tract 210.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:021002",11.2531172069825,59.8036159600998,28.5847880299252,33.0891521197007,79.9,1.4679,"Low","Low","Medium"
"117",116,23724,36005021100,"Census Tract 211, Bronx County, New York: Summary level: 140, state:36> county:005> tract:021100",10.9516890664729,42.7896839811115,22.4482382855067,20.3051216854341,75.6,1.5323,"High","High","Low"
"118",117,51443,36005021200,"Census Tract 212, Bronx County, New York: Summary level: 140, state:36> county:005> tract:021200",9.70135058017881,53.5286284953395,22.8647517595587,28.9138291801408,79.7,2.0888,"Low","Medium","Medium"
"119",118,16378,36005021301,"Census Tract 213.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:021301",10.0502512562814,44.6398659966499,18.92797319933,23.0318257956449,75.6,3.0542,"Medium","High","Low"
"120",119,30362,36005021302,"Census Tract 213.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:021302",9.89935654182478,40.4058736182148,24.8308859924105,23.2469889457185,74.7,1.3223,"High","High","Low"
"121",120,26076,36005021501,"Census Tract 215.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:021501",11.8070249682607,37.1984765129073,18.0067710537452,22.7888277613204,NA,NA,"High","Low","Low"
"122",121,18507,36005021502,"Census Tract 215.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:021502",8.61466821885914,44.2374854481956,21.9191751205721,24.0977881257276,75.7,2.1104,"High","High","Low"
"123",122,25847,36005021601,"Census Tract 216.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:021601",24.6797196035775,48.4167270969301,19.1926516799613,25.8158085569253,82.8,3.5027,"High","High","Low"
"124",123,22721,36005021700,"Census Tract 217, Bronx County, New York: Summary level: 140, state:36> county:005> tract:021700",8.4,45.74,27.98,25.86,75.6,1.4133,"Medium","Low","Low"
"125",124,37303,36005021800,"Census Tract 218, Bronx County, New York: Summary level: 140, state:36> county:005> tract:021800",17.2333623946527,50.4213891310666,13.4408602150538,23.1182795698925,77.4,1.5374,"Medium","High","Low"
"126",125,31292,36005021900,"Census Tract 219, Bronx County, New York: Summary level: 140, state:36> county:005> tract:021900",16.3664839467502,50.822239624119,24.0407204385278,31.7932654659358,76.8,1.9966,"Medium","High","Low"
"127",126,25870,36005022101,"Census Tract 221.01, Bronx County, New York: Summary level: 140, state:36> county:005> tract:022101",9.57775489186406,45.211122554068,27.4201853759011,28.6302780638517,78.5,3.519,"High","High","Low"
"128",127,18664,36005022102,"Census Tract 221.02, Bronx County, New York: Summary level: 140, state:36> county:005> tract:022102",13.9920159680639,40.1796407185629,25.9281437125749,23.9321357285429,76.3,1.922,"High","Medium","Low"
"129",128,40331,36005022200,"Census Tract 222, Bronx County, New York: Summary level: 140, state:36> county:005> tract:022200",20.2108963093146,55.7117750439367,20.796719390744,30.9021675454013,80.2,2.8425,"Medium","Low","Medium"
"130",129,24277,36005022300,"Census Tract 223, Bronx County, New York: Summary level: 140, state:36> county:005> tract:022300",17.7368833202819,46.9851213782302,27.5058731401723,26.1354737666406,78.5,3.9021,"High","High","Low"
"131",130,38333,36005022403,"Census Tract 224.03, Bronx County, New York: Summary level: 140, state:36> county:005> tract:022403",28.8406624785837,52.7127355796688,24.8143917761279,28.0411193603655,81.2,2.5722,"Medium","High","Low"
"132",131,42070,36005022404,"Census Tract 224.04, Bronx County, New York: Summary level: 140, state:36> county:005> tract:022404",39.1927394315739,54.8841652734655,23.7401480773824,32.1710054931932,80.1,2.3345,"High","High","Low"
"133",132,29302,36005022500,"Census Tract 225, Bronx County, New York: Summary level: 140, state:36> county:005> tract:022500",9.57103892883709,41.8299032977932,20.0719067691545,25.5393007686586,75.6,1.8782,"High","High","Low"
